stride18ksa6gudzyaytdekfmlqkquaw6f5vka7ulrxfl,2822359.55
stride1fn9z54wy6slvm78hhsnhhuc0l2ewlrxsn2agj9,2409302.44
stride1skucqnfrt2ypj9dyx6t7m6cykxw4wc9mq7h65m,1890228.42
stride1udw4032y7my0q9y0mp8ffry5m2u5xl3dj9f4y3,1876804.76
stride1yv3yj05npjmkk9c2qr6jfqr979yl6d3mpz49fk,1824538.31
stride1xwkyv9nz7le5cscy7kpnh7qjj0r7r89crn986w,992252.44
stride1wjjg0mvsfgnskjj7qq28uaxqwq5h38q6vfqu4v,962330.85
stride14zygl0tqd5pp5yjkpyepua4htul5mmaa9fcvt0,777771.29
stride1yvknks68jl77hj84myt3ddwzn4vj88r7fskv7y,725674.03
stride1avej7kunfq6mm2l8hka9maepesj80cppc98gyu,725674.03
stride1xpqduhy4awr5ulaxqk9qch6fykqmdm3t5z96np,671644.74
stride1zxg62tpghs5tp7ysw9r9r6p947ss2nqlh6zzm8,568565.01
stride18tjvkygwv6kncq47k86ad90gsewn6ww3rxneaw,398871.22
stride19j4z5ma36vj4e5jygkjd4sjshaxh03jcqhus7r,396779.1
stride1zjwqtyrdh9elpvkcj92y273sm93cwv5a7drxzg,339143.07
stride1ace8d2nyr9s3jnqg45mnxn6lddf3wrpz2628km,329957.39
stride1wcw3r8u6lay9n82cry4ws7k0e2x5d466nxrnke,294861.14
stride1zvfkp7g7najkc7v6302ktwlfk7h0ckqaqfvvfm,286179.23
stride1hhvsnke6tfsv8dyzxl2nsnlhzeeqeeex3zg7ez,251046.61
stride1xgddg8rq0tnl968pud0sqxeks4rqzyw5k63kns,212593.63
stride1prfvwerapgmyuvrycma6dltqlttey5ccldqga5,190788.61
stride16rx94k7clh823eueh29aq2m6r8lg5qv5sd6f44,187669.24
stride1gm9stluhw4xklwyv5kwx9v3veqsm2uq9nnfwfe,187020.41
stride1sh2950jhzjue5adpu68ulnr4wau74aj307vss4,182936.43
stride1vwf34eaa7l0ekmjhp52xrv5ntn4c48ll4am35z,182454.6
stride1vu85zj4jlc87r29q8adtk0gv6emhk4c2qqhwn3,157969.14
stride1uc2vjzyu84hrn2ppasjr9a6x8d39gg54njtwhd,157710.65
stride14v9ydnusz7tfrzk9l7em6due8jk0h88wstgyew,150191.93
stride1hpvfd42kd859cqtcym0kwrgyha9ftjuflxq8sd,144245.66
stride1xn4pzl873drfmcpg2rl0wue8jhwe8956mqvlf4,135459.32
stride18w4r0zuryunm2z82xmmx4tvga5s02rdmeyprqq,131626.19
stride1k5zzsku4cz6mtm73tq6jt47e6n8l8a5u40v9ek,130857.74
stride1ye58fmu964gppfva7hu5dn7sv3v03lqv37f7v3,129244.78
stride1ryg8q4eldac70jhd8dxs3ca385484ja3kqrn3a,124656.98
stride12n2nvy9d25m09ucru8x4pju7sh72sw7emuhu6z,122198.24
stride17w5x59jwg33glk5tp8qst752h2t5hwenenzwj8,116953.84
stride165cq4e7p6kxm5pvjpxgp9jwj88jsv3x8tl5ym9,116646.94
stride1quqau2ftlc3n46jwjx3nhjnausjh3lqx39rx54,116609.13
stride13hrf4zuka03ew2064gmmsa9qvxcgm2nszvm6zf,107906.42
stride12z9k00k7dje9vnpfkkqsr0e7fy795dqjdzup3v,104050.02
stride19jhjjc2t6u99mru7xyqj6vcqu4t56y88nrqy2m,102320.92
stride1v8qw6hcp4wh6x9f26j4fghrh4t6d4u2eqeadne,97754.47
stride15n064de9rsw6clzxlnaara8r99se6m4w3ewg5a,96982.92
stride1q3a52ys0y40yp3kc2nade5zkvglg2p6ncpfzqj,92270.11
stride1mylh2774pzp5tpxlhv65z2f834rkhj9406pah0,92103.95
stride127u97q2ue337qzq9waarxv842qm8v0n0qtn0l5,91975.96
stride16p9ayt965gc30q9v3y3rn2y3yvlj4q992nneuz,91331.41
stride1dgydcrk0hhmzqp79uhu3ej8utflm0852tz5r2t,87847.44
stride1pc43a8s5rzaksv2zn8rztwuu7gc9mdfe5npx7k,80329.73
stride1dey4a7yfqzuzzw06myvm8av5c4y87y3nncf7jy,79287.27
stride1nzgu60l7nynltshvd4k7kljdqme7ffq899d950,75981.07
stride19wqqfa3dt4hn0xy0mfd3un25axmlt2w2waf2r9,74258.85
stride1hrvlxtlzq5ca9cgqfhwfjpywezmjmd4xk8paxz,74073.1
stride1pvyr84qw5r7j2tjdtn6wmpjl9xa4tjfpwl7jtq,73998.09
stride1cffqlxsq87myua4mxunv47jz65ly8makz3rsww,71458.18
stride1mq7n47jdfu8d0da0k65h74azc696tdwxzahzn9,70899.66
stride1ruu0alpgv4xy5zf9g7cs8v5q5ttnrm7v2akk7k,70523.53
stride1x8lpurmfc7tejdk4zmjt3wnw6ffua5ux9yqcdp,70061.96
stride1xw743j052l3a6qzkll9q3eetay0wj82nw2rtqt,67354.84
stride1p965r8d49qvkqg5u2g0q0m5feetfzfsl4ngyuw,66755.82
stride1sdx3cdcvkvygkq24tcsa9z2z4lkszfu4ljp8ut,65722.51
stride17lf3xs72la552c20srfqz9qjxqa0ua4ckschw8,65218.32
stride1aelxn6ym85ft8qnm6ngw6edfcy8pvvrephn2qn,64013.04
stride1ssddn0x32x9enejh4al4hp2w25fn3ke7fg3w35,63968.8
stride1v8wlxxshmczu3ckcum3v4ltqksgh2nxg9a3uc4,59548.98
stride153rz0a27h3la5cdsh2ay2n57hus0e4zttafv75,57000.34
stride1s03zypfs9ws4xyrcm2f4pgucz2zuunsk0d87kh,55234.27
stride187nlucdzcnnyzs9n86xt0d4jcqstqthjpkz7ts,55176.25
stride1wfarhs8gcyhlt8tev7ztx6259ggkslgwcjvyn8,54404.27
stride1fz2qw6a083lsyy4pz8nseydyjus6hcqpvl0795,51431.5
stride1wdsn8fpq7s53gzv32waxp32nmc2zfgg3v98eys,50856.27
stride1lvl39gzjn8fxa88gh8ahvxxplh8x3fqknl5006,50408.51
stride15tt0sum0cl3f5e9csz0f4qntsq5d99kym572pt,50216.32
stride138sjrjw94dgrwyq88qp342fsxm393t6a2wmthq,49100.8
stride1zr7ew7mruqdahpy7wd4h0jh6v2ftpcpacst9jh,48795.57
stride1hdpxptt8r285z5assltm9s6mgk0utqnc8kpswq,48337.17
stride150v968r2mmr9xe5rcmt8xa57u7m6v35tghxp48,48325.18
stride14zu3fqgswtrcrehkpmr9cqhqul7cagktefqmvv,47221.98
stride143cel39x8m20cfl94ar42kh7p72ysceru47jk4,44043.38
stride1lsea3djwkqkw0g9jfwtwjydxc06tl8syn6retz,43792.41
stride12j5pe3p4tnrcd4k6fzwgfdrfaq43uwca7vwr0x,43604.11
stride1elmeqnxxxek7afphtwwju69t4upqwu33275sew,41957.4
stride188ylvrwa5arn8uddffg257230jpacnkjpfemsw,38477.55
stride1knrt8wg7jzfgmf4sz09uul43hceld3cznl4kaa,38191.52
stride1tl3v5w2efw0t02u4x4u79nvtuyt5y8unhp6wt5,36360.21
stride1wef73f786tgm7auqxepn9q985dlvjaavtjl4h0,35875.44
stride1623cqpw7xq3f4cyyteaxpnkw0lx9g78h7ps4e3,35120.6
stride1qqwc5g3q740ug3kgu3k0lz084993a93qw2klsl,35107.26
stride1qryq6e9pcavu9gtfjul0dxycemdatahgvknp4m,34360.73
stride12fyk086qjnx8wvunnpzk9423r85ccz7z6wrl5j,33954.92
stride10fdgurr6n8p3t6c0kd8r0xg84z4xtf73ukjrhj,33908.23
stride12grf7p9gndy2uy4yj4vf6danepphx0yusezwfa,32895.39
stride1jj5yrkgrzu2k22y9jgqkf9h5slk0ej9spnvq3f,32421.36
stride1jyp2qgsll3aryz5d5zt2gwp3c0gumafklerqc3,31851.06
stride1rg3rqsmw7f2zmg4vyjgmvhuzrape5a8hu2pw0d,31484.91
stride1q8pg5tldgfv6kfzdcp8g5y3c6vvr7n7yhwwlkd,31177.7
stride1eqhexdtptfsgyz0m9efg8s8v5vcmsknxm5wj9z,31117.28
stride1w73dczlfzj6jl24erym33fh4vevr2vmfq7fvl5,30864.87
stride1j4vvlfspss89gnevdyfqhrwapsjlj32jflt9gm,30579.62
stride1atwkngz0z4t6yc6qdxd875zngrjeqlaz24sv0m,30374.44
stride17593qqceld6d9c9tdvfvdawkvkdpv2jqftavmq,30365.87
stride123cmatv2uvpyfkgmzcjcnqlsdyy30dezv7egsu,29523.36
stride1cufapkm5at7tncjf6wn2zmy223e977y8fkatkf,29310.79
stride1pvq588c65x3ws52pvglxh9j6wxy3x022ra5qfq,29265.68
stride1p9yxprnu2h9vxdmt3j085znp0tq3s482l0fuzv,29163.97
stride1elsnftaz4zw2kagz2gwumjdwjtrdtffrnmwyd6,29163.97
stride1mf40cxs57a4px5hj5ul0ute2ej5ec6e2jfvv4s,29069.41
stride10qaf4r7a6m2wmr7l44mv0zzcpsgwkdys508y30,29052.42
stride197dtgjnh9njn23nagyjvldmzlpd8p0l8xnpw6y,28391.15
stride1nm7w77tnypkny7ylygpzjlxawjwj9363y2hhyu,28189.52
stride1wk2vrr58efq34tzf7tzxfl3e7jzxw58jd60ugd,27716.47
stride1t50t4gclj0f6ecd96dvhcgyfu28exa2nszfxuq,27676.17
stride1fqw4urjl4u75l04k8ndmj2f5n5g4skds89rq27,27210.23
stride12n7fa2064w03k8mukal9kegjldvagl4dg56hy4,27077.83
stride1g93ux6aj97ny7dh6g3u3eerv9nnvlh0dhzaxa9,26822.6
stride1z7526fpsp9aldurmsz8k24kpfcx6h08zgsskhf,26573.99
stride1gxsmetwlkn2c2p9cp9d0s4gepqnj7pd687l8q5,26055.46
stride1wumvuwcfrps4w9l7m8fce45dgwhpaw2wkxtm52,25792.32
stride19gk75r4pd0e6hzz60nqgg3nps5xh980n092glw,25435.73
stride1cxjukjm446a5jg559qe3wz24x7gt7r75nwqgje,25032.45
stride1jfncfv0gltxjmw6kfvqval372djr4h7z8g2nqk,25023.82
stride1kgdw8dj47mlt4k9f69938lhw4ayyfceqvv2y2t,24703.06
stride1jclqgvsetrw20w34p8vqmjq4d4ja6zs9lwl5zv,24693.36
stride1y9pnkrxsqup30a3c34gm8erktkjghtw05zl2d2,24692.19
stride14xrfwpjmh69y67v2tvz7ncqh7m390tpwehu2kn,24604.44
stride1l9hwfalajctuu4msnp3tu3v687yr30va8a4mdu,24285.7
stride175484pcggydcgy3nnrq8vc5xwlwddqh45ujppd,24212.44
stride1m0s5vcqyewzdzge02phh28fa0v9xssdeuklcxt,24017.54
stride1ny4mtdftx9tte4x9xs6v4fr5wp62m2qje3dmeq,23971.15
stride1wq3879h63j6dn0kyflltyntrnq8awf3lluf42l,23846.78
stride1kl84a6lkkvd8w4twtan5hp0r6yq5lzp06urryv,23160.42
stride1j8pxc9fddg5v7fvyqddr3gp64gph0ftj57vd3g,23009.35
stride1pwqepyz5fq9s9rdl62kk0k4m2gvapv58zrgqt3,22493.34
stride1rrxez7tkray9tu6tufxtweaqeazgn2tnerqhj3,22475.53
stride1p52jej2exf9jzep2vl882lscn004kerrrh4ml0,21421.16
stride12lrk2dmhh6vdnlddr03v24c7r36x006wvyezym,20911.31
